" -F478,S217+F4228,S4229"," -F478,S217+F4230,S4231"," -F478,S217+F4256,S4257"," -F478,S217+F392,S391"," -F478,S217+F4200,S4201"," -F478,S217+F485,S224"," -F478,S217+F591,S332"," -F478,S217+F112,S370"," -F478,S217+F310,S311"," -F474,S475+F4249,S4250"," -F474,S475+F227,S228"," -F4351,S4352+F447,S448"," -F4351,S4352+F254,S255"," -F4213,S4214+F503,S504"," -F4213,S4214+F198,S199"," -F4349,S4350+F445,S446"," -F4349,S4350+F256,S257"," -F4237,S4238+F472,S473"," -F4237,S4238+F229,S230"," -F4215,S4216+F501,S502"," -F4215,S4216+F200,S201"," -F212,S213+F491,S492"," -F4310,S4311+F401,S402"," -F4146,S4147+F140,S141"," -F4313,S4314+F409,S410"," -F4308,S4309+F406,S407"," -F4259,S4260+F397,S398"," -F4315,S4316+F413,S414"," -F4317,S4318+F426,S427"," -F4262,S4263+F419,S420"," -F4252,S4253+F417,S418"," -F4319,S4320+F433,S434"," -F4304,S4305+F430,S431"," -F4197,S4198+F137,S138"," -F4148,S4149+F145,S146"," -F4143,S4144+F149,S150"," -F4141,S4142+F152,S153"," -F4204,S4205+F158,S159"," -F4194,S4195+F160,S161"," -F4139,S4140+F166,S167"," -F4152,S4153+F169,S170"," -F4137,S4138+F173,S174"," -F4321,S4322+F438,S439"," -F4323,S4324+F442,S443"," -F4266,S4267+F453,S454"," -F4300,S4301+F455,S456"," -F4246,S4247+F457,S458"," -F4298,S4299+F466,S467"," -F4269,S4270+F464,S465"," -F4244,S4245+F462,S463"," -F4207,S4208+F210,S211"," -F4209,S4210+F190,S191"," -F4190,S4191+F192,S193"," -F4135,S4136+F178,S179"," -F4133,S4134+F181,S182"," -F4211,S4212+F194,S195"," -F4187,S4188+F206,S207"," -F4156,S4157+F204,S205"," -F4158,S4159+F208,S209"," -F4105,S4106+F470,S471"," -F4296,S4297+F235,S236"," -F4271,S4272+F237,S238"," -F4242,S4243+F239,S240"," -F4294,S4295+F246,S247"," -F4240,S4241+F244,S245"," -F4328,S4329+F520,S521"," -F4274,S4275+F248,S249"," -F4330,S4331+F523,S524"," -F4185,S4186+F495,S496"," -F4217,S4218+F507,S508"," -F4160,S4161+F493,S494"," -F4107,S4108+F231,S232"," -F4162,S4163+F497,S498"," -F4219,S4220+F511,S512"," -F4182,S4183+F509,S510"," -F4221,S4222+F489,S490"," -F4128,S4129+F259,S260"," -F4126,S4127+F263,S264"," -F4332,S4333+F528,S529"," -F4290,S4291+F532,S533"," -F4334,S4335+F535,S536"," -F4278,S4279+F541,S542"," -F4234,S4235+F543,S544"," -F4336,S4337+F549,S550"," -F4338,S4339+F552,S553"," -F4286,S4287+F556,S557"," -F4281,S4282+F564,S565"," -F4178,S4179+F282,S283"," -F4224,S4225+F284,S285"," -F4166,S4167+F271,S272"," -F4124,S4125+F268,S269"," -F4122,S4123+F275,S276"," -F4120,S4121+F288,S289"," -F4175,S4176+F304,S305"," -F4170,S4171+F295,S296"," -F4118,S4119+F292,S293"," -F4284,S4285+F561,S562"," -F4172,S4173+F300,S301"
105.930,106.130,97.766,78.407,97.357,11.265,83.462,74.216,88.708,150.380,253.090,328.720,711.300,389.280,168.550,378.060,649.090,288.360,360.900,363.570,172.750,225.350,259.210,242.740,296.310,246.140,179.390,266.570,268.660,144.870,127.440,248.910,195.760,168.940,221.460,267.980,252.450,135.410,150.200,253.160,193.510,237.160,240.310,250.130,322.590,277.830,321.260,378.070,356.500,311.290,165.450,65.809,251.760,227.770,244.430,256.460,365.160,289.960,314.370,468.020,411.300,411.920,394.190,347.760,414.830,238.530,367.440,225.070,397.780,367.180,379.200,291.100,337.000,352.240,285.610,317.320,231.000,222.370,239.200,192.780,246.590,157.260,127.740,251.220,275.050,226.730,160.550,151.110,130.460,181.320,229.960,236.550,235.990,156.140,218.420,259.180,244.620,220.480
113.840,113.350,105.360,83.534,105.270,11.962,90.023,80.417,93.805,147.640,254.700,320.630,777.900,411.070,189.210,361.290,706.250,291.670,367.820,386.630,196.960,216.770,263.920,257.050,303.500,253.860,178.280,266.020,267.510,169.980,145.220,243.660,203.300,179.080,247.260,288.540,270.470,137.230,169.270,273.440,212.820,259.970,240.050,252.670,326.120,287.870,331.910,371.990,372.680,314.750,164.490,63.283,270.640,250.290,268.370,282.680,392.450,315.600,353.550,507.160,420.920,424.840,424.660,356.240,452.760,241.110,376.620,224.230,418.730,392.920,398.340,310.470,353.850,378.650,302.180,306.660,252.670,241.580,235.920,192.360,242.230,165.620,144.040,244.130,269.980,231.860,165.010,166.760,129.300,192.400,245.350,249.830,247.960,166.080,228.200,277.180,237.400,226.510
110.320,110.220,103.420,81.623,103.260,11.666,87.393,78.737,90.694,147.090,254.800,310.830,777.190,421.300,184.530,353.150,704.490,294.650,365.590,394.550,194.180,205.190,261.240,258.360,296.220,246.150,181.810,261.010,264.150,164.140,139.360,243.060,197.850,177.710,241.390,284.460,266.100,142.600,161.360,272.630,210.880,254.320,236.190,250.110,327.230,288.280,337.020,368.190,374.590,317.560,155.430,57.662,270.030,246.570,266.220,271.880,395.450,312.550,340.700,506.760,423.590,420.030,434.250,354.890,458.480,239.020,373.090,219.740,414.210,398.980,400.420,300.820,351.700,380.270,300.170,297.190,248.920,236.940,229.890,191.240,238.620,158.600,136.060,239.250,267.120,222.560,164.250,157.620,135.250,192.110,242.870,247.790,246.040,165.730,232.470,277.890,237.630,226.510
101.160,101.450,94.697,75.370,94.122,10.704,80.193,72.046,83.917,134.180,231.170,295.910,709.020,383.010,169.000,334.630,648.630,268.310,334.140,355.610,175.840,195.240,241.260,221.100,278.390,226.680,163.380,246.940,244.670,138.260,118.790,229.970,184.880,154.400,211.720,243.880,227.960,126.580,143.570,234.010,179.960,221.440,222.390,233.230,298.440,261.470,303.460,344.570,340.130,286.940,141.020,56.981,236.570,213.940,229.810,249.010,345.650,274.850,304.780,441.710,384.110,384.870,394.220,328.330,417.240,222.520,340.750,207.470,375.320,365.370,361.510,268.990,319.420,350.140,268.980,275.830,217.560,208.280,218.900,178.020,224.750,145.460,118.190,223.820,249.200,205.240,150.050,141.460,120.190,170.870,214.680,219.630,221.380,149.480,208.620,249.820,218.120,205.240
104.590,104.320,98.158,77.884,98.280,11.262,82.761,74.583,86.439,140.980,266.950,319.070,759.180,403.510,175.270,360.580,697.020,280.940,355.330,382.040,183.460,201.880,269.690,257.840,308.400,260.070,186.330,268.750,280.170,155.000,133.190,251.380,210.760,181.550,250.210,289.460,270.460,137.510,155.360,277.100,210.940,258.790,247.280,262.340,333.290,284.240,347.160,376.920,368.600,332.760,151.040,59.669,270.830,248.090,266.850,264.580,400.490,315.640,333.010,531.540,448.440,452.860,419.420,391.780,443.550,254.090,412.880,233.350,437.440,384.110,424.180,306.760,374.030,366.610,319.640,286.980,250.790,239.150,240.160,206.400,250.080,145.210,129.320,248.820,276.040,241.000,167.940,151.540,127.680,192.590,242.260,245.770,250.700,166.650,231.100,279.770,240.930,232.370
102.400,102.420,96.727,77.587,96.641,11.057,81.246,73.817,85.119,141.350,254.820,324.100,740.920,404.720,181.540,366.280,676.300,282.010,355.540,382.600,190.420,205.400,269.570,250.760,306.790,258.380,183.870,272.060,273.450,153.340,131.970,252.790,207.090,175.600,241.800,278.780,259.310,122.440,149.010,266.380,209.320,251.300,246.250,261.240,340.360,274.090,341.460,383.300,355.670,325.040,152.960,57.594,266.400,241.980,264.980,273.920,390.770,308.950,340.570,508.680,435.000,434.650,412.480,370.520,443.890,248.550,385.680,229.740,423.430,391.290,407.780,301.680,359.580,371.150,305.390,290.920,250.430,237.180,240.880,198.100,249.030,144.810,126.770,249.560,277.550,238.980,168.120,146.860,115.140,193.010,240.190,246.030,245.730,167.210,229.930,278.390,242.860,226.240
109.110,109.160,96.835,77.503,96.921,11.186,85.461,73.916,89.022,144.210,264.180,330.900,781.860,425.580,188.870,376.020,714.520,287.220,366.790,401.880,198.610,211.110,278.330,258.710,317.100,265.000,188.670,279.100,280.800,148.200,132.310,258.520,207.410,179.510,247.720,286.020,265.350,124.530,151.890,272.550,213.550,258.140,253.540,265.190,346.470,283.960,344.710,392.920,368.370,332.760,155.420,59.646,271.170,245.720,266.960,283.760,402.460,315.190,356.100,522.830,437.220,443.190,434.050,374.860,467.830,259.810,394.990,242.110,425.720,411.920,414.710,309.070,365.360,392.090,317.420,296.740,257.960,247.250,254.480,211.370,262.970,156.270,133.720,267.710,298.750,259.330,182.770,142.700,121.330,203.660,250.200,263.720,258.910,180.930,243.380,293.460,265.920,248.420
109.980,109.700,97.499,77.776,97.467,11.126,86.163,74.290,89.885,144.370,281.880,331.170,799.120,424.920,183.010,379.150,734.960,290.720,366.970,401.610,190.740,208.630,279.170,264.300,317.700,267.020,192.290,277.320,287.940,149.990,135.200,262.870,211.040,184.250,255.070,297.360,277.380,136.530,155.980,283.680,217.230,263.980,257.570,271.130,348.540,297.480,359.280,395.190,386.040,343.390,154.770,61.468,278.300,253.390,271.520,275.120,413.050,325.540,345.810,552.670,462.130,472.470,443.140,397.510,468.460,263.990,424.880,242.590,455.470,405.450,441.310,319.920,386.620,388.000,332.630,292.260,260.930,250.920,248.860,214.390,258.200,155.540,136.220,263.400,294.620,256.000,179.660,156.740,131.450,203.330,254.990,264.610,266.490,179.400,247.510,300.410,262.420,253.400
104.320,105.200,93.237,74.748,92.927,10.701,82.212,71.245,85.609,135.270,242.960,306.350,732.560,394.690,172.060,348.000,669.030,271.500,341.400,367.710,178.870,200.430,250.820,232.040,288.770,235.030,168.770,252.710,252.570,132.660,118.920,236.440,188.810,159.560,218.820,253.400,237.600,126.560,143.840,240.770,187.220,230.760,231.430,237.470,311.040,267.910,311.190,358.640,349.720,300.100,142.620,58.532,245.180,221.880,240.890,253.480,357.120,283.890,309.100,469.310,393.010,400.360,408.210,336.050,433.760,233.770,359.980,219.400,385.450,378.730,371.480,279.250,326.450,360.620,283.190,278.640,228.630,221.760,230.590,187.290,238.310,152.540,121.270,242.520,269.200,223.830,163.200,145.180,124.930,181.170,224.700,234.200,232.120,159.060,221.010,259.010,241.420,221.010
113.950,113.660,100.800,79.972,100.600,11.729,89.164,77.026,92.507,150.680,273.850,322.200,809.400,442.740,191.560,370.800,742.400,297.770,374.220,415.410,204.320,210.650,274.500,276.510,309.070,259.150,194.420,272.570,277.040,153.150,135.690,256.720,208.180,188.900,258.250,304.530,285.560,140.060,159.040,292.380,227.400,273.820,250.120,261.670,346.880,298.510,358.800,386.380,387.600,338.500,160.830,58.864,291.210,265.470,287.290,282.650,430.110,337.210,352.330,553.640,451.790,454.660,457.090,377.840,484.260,253.240,404.660,234.690,441.980,422.190,436.680,324.740,385.320,401.360,326.920,303.790,270.890,257.710,245.710,205.680,256.050,166.780,140.350,258.320,291.210,246.320,181.080,162.640,139.270,210.590,259.610,275.860,269.710,183.980,257.040,307.340,261.870,254.380
