" -F1882,S1621+F4756,S4757"," -F1882,S1621+F4758,S4759"," -F1882,S1621+F4784,S4785"," -F1882,S1621+F1796,S1795"," -F1882,S1621+F4728,S4729"," -F1882,S1621+F1889,S1628"," -F1882,S1621+F1995,S1736"," -F1882,S1621+F1516,S1774"," -F1882,S1621+F1714,S1715"," -F1878,S1879+F4777,S4778"," -F1878,S1879+F1631,S1632"," -F4879,S4880+F1851,S1852"," -F4879,S4880+F1658,S1659"," -F4741,S4742+F1907,S1908"," -F4741,S4742+F1602,S1603"," -F4877,S4878+F1849,S1850"," -F4877,S4878+F1660,S1661"," -F4765,S4766+F1876,S1877"," -F4765,S4766+F1633,S1634"," -F4743,S4744+F1905,S1906"," -F4743,S4744+F1604,S1605"," -F1616,S1617+F1895,S1896"," -F4838,S4839+F1805,S1806"," -F4674,S4675+F1544,S1545"," -F4841,S4842+F1813,S1814"," -F4836,S4837+F1810,S1811"," -F4787,S4788+F1801,S1802"," -F4843,S4844+F1817,S1818"," -F4845,S4846+F1830,S1831"," -F4790,S4791+F1823,S1824"," -F4780,S4781+F1821,S1822"," -F4847,S4848+F1837,S1838"," -F4832,S4833+F1834,S1835"," -F4725,S4726+F1541,S1542"," -F4676,S4677+F1549,S1550"," -F4671,S4672+F1553,S1554"," -F4669,S4670+F1556,S1557"," -F4732,S4733+F1562,S1563"," -F4722,S4723+F1564,S1565"," -F4667,S4668+F1570,S1571"," -F4680,S4681+F1573,S1574"," -F4665,S4666+F1577,S1578"," -F4849,S4850+F1842,S1843"," -F4851,S4852+F1846,S1847"," -F4794,S4795+F1857,S1858"," -F4828,S4829+F1859,S1860"," -F4774,S4775+F1861,S1862"," -F4826,S4827+F1870,S1871"," -F4797,S4798+F1868,S1869"," -F4772,S4773+F1866,S1867"," -F4735,S4736+F1614,S1615"," -F4737,S4738+F1594,S1595"," -F4718,S4719+F1596,S1597"," -F4663,S4664+F1582,S1583"," -F4661,S4662+F1585,S1586"," -F4739,S4740+F1598,S1599"," -F4715,S4716+F1610,S1611"," -F4684,S4685+F1608,S1609"," -F4686,S4687+F1612,S1613"," -F4633,S4634+F1874,S1875"," -F4824,S4825+F1639,S1640"," -F4799,S4800+F1641,S1642"," -F4770,S4771+F1643,S1644"," -F4822,S4823+F1650,S1651"," -F4768,S4769+F1648,S1649"," -F4856,S4857+F1924,S1925"," -F4802,S4803+F1652,S1653"," -F4858,S4859+F1927,S1928"," -F4713,S4714+F1899,S1900"," -F4745,S4746+F1911,S1912"," -F4688,S4689+F1897,S1898"," -F4635,S4636+F1635,S1636"," -F4690,S4691+F1901,S1902"," -F4747,S4748+F1915,S1916"," -F4710,S4711+F1913,S1914"," -F4749,S4750+F1893,S1894"," -F4656,S4657+F1663,S1664"," -F4654,S4655+F1667,S1668"," -F4860,S4861+F1932,S1933"," -F4818,S4819+F1936,S1937"," -F4862,S4863+F1939,S1940"," -F4806,S4807+F1945,S1946"," -F4762,S4763+F1947,S1948"," -F4864,S4865+F1953,S1954"," -F4866,S4867+F1956,S1957"," -F4814,S4815+F1960,S1961"," -F4809,S4810+F1968,S1969"," -F4706,S4707+F1686,S1687"," -F4752,S4753+F1688,S1689"," -F4694,S4695+F1675,S1676"," -F4652,S4653+F1672,S1673"," -F4650,S4651+F1679,S1680"," -F4648,S4649+F1692,S1693"," -F4703,S4704+F1708,S1709"," -F4698,S4699+F1699,S1700"," -F4646,S4647+F1696,S1697"," -F4812,S4813+F1965,S1966"," -F4700,S4701+F1704,S1705"
113.250,112.990,105.090,83.292,104.910,12.198,89.364,79.795,93.580,153.650,266.800,327.470,773.640,435.420,202.180,376.270,698.130,303.940,374.500,410.380,212.670,219.240,273.400,266.650,306.600,261.230,188.810,275.330,281.760,176.660,150.750,264.060,209.000,185.650,244.940,290.720,273.960,142.740,162.490,274.730,214.760,261.350,251.440,266.620,342.100,289.780,350.240,386.670,373.430,335.730,169.140,64.518,275.120,249.200,268.270,291.750,401.030,317.370,366.310,519.300,438.100,441.800,430.930,375.500,461.760,249.810,395.250,237.370,432.590,404.260,414.190,310.950,364.230,385.350,313.870,314.170,252.560,245.750,244.090,204.990,256.270,173.080,149.960,254.480,285.050,240.920,171.400,160.880,136.680,195.040,247.280,250.150,254.620,167.420,236.780,278.790,257.900,232.340
110.020,110.000,103.280,81.449,103.040,11.688,87.330,78.788,90.500,147.160,255.040,311.140,777.950,421.480,185.050,353.160,704.860,293.760,366.020,394.160,194.700,205.200,261.540,259.140,295.940,245.910,181.510,260.710,264.970,164.220,139.780,243.320,198.200,177.540,242.560,284.030,266.440,142.180,161.560,273.210,210.540,254.440,236.210,250.640,326.900,287.830,336.780,367.220,374.300,316.750,155.620,57.948,269.510,246.220,266.230,272.480,394.440,312.830,340.600,506.880,423.750,420.440,434.780,354.470,458.340,238.680,372.930,220.500,413.380,398.390,400.450,300.650,351.860,380.060,299.430,296.760,249.110,236.840,229.730,190.840,238.680,158.740,136.150,240.220,267.420,223.080,163.700,157.940,135.580,192.000,243.560,247.710,246.190,165.970,233.040,277.620,237.670,226.920
102.710,102.650,95.610,76.063,96.106,10.868,81.278,73.078,84.435,133.870,238.060,272.740,685.540,388.590,172.320,309.600,624.360,267.450,339.660,361.480,181.000,198.240,232.570,237.310,259.610,220.590,164.760,231.360,234.120,147.030,126.780,217.650,177.600,163.460,218.220,263.120,243.150,137.240,154.900,247.650,188.620,232.120,211.230,221.650,288.790,257.100,304.410,325.130,332.380,284.290,146.920,55.693,248.090,224.180,243.070,260.710,362.120,286.080,330.220,460.350,380.630,382.370,389.000,319.540,414.880,210.900,340.570,195.300,380.540,365.050,366.050,284.740,322.490,347.260,275.060,279.900,228.680,218.600,204.000,170.420,213.330,145.470,126.950,216.300,237.510,202.350,148.260,147.570,127.070,178.140,225.800,231.820,232.040,153.020,218.320,255.610,217.120,215.700
106.380,106.070,99.388,78.786,99.576,11.400,84.387,76.049,87.723,138.870,253.740,310.270,754.440,411.530,184.620,353.550,691.700,280.900,349.280,382.700,193.160,202.430,256.360,254.930,292.890,248.180,180.900,260.340,264.700,144.580,125.110,244.970,196.100,179.690,237.980,282.430,265.150,136.180,155.760,263.750,208.900,249.970,236.100,251.480,325.500,280.600,336.980,366.970,367.540,316.730,147.620,59.754,266.550,244.920,262.190,273.770,387.980,307.360,346.680,499.260,420.460,424.430,419.940,355.510,445.730,236.820,377.510,221.400,415.580,387.640,397.450,294.830,354.910,368.820,302.440,283.150,247.890,237.840,232.250,191.180,239.990,153.360,124.220,245.480,270.400,230.520,163.670,151.210,128.770,190.790,240.650,243.780,244.990,165.200,230.030,274.810,240.090,229.710
102.490,102.410,97.024,77.573,96.875,11.040,81.258,73.825,84.897,141.430,254.920,324.820,741.310,404.080,182.160,366.440,676.610,281.350,356.030,383.690,190.490,205.540,269.830,251.180,306.580,258.040,183.310,272.260,272.950,153.860,132.140,252.750,207.010,175.580,242.040,278.730,259.470,122.340,148.780,266.300,209.720,251.730,246.300,260.880,340.810,273.990,341.840,382.360,355.750,324.450,153.150,57.906,266.980,242.290,263.710,273.780,389.680,309.670,341.300,508.500,434.840,434.820,412.830,370.410,443.850,247.900,386.190,230.080,423.550,390.710,407.590,300.970,358.780,371.820,306.130,290.320,250.270,237.160,241.780,197.510,249.350,144.990,126.720,249.700,278.300,239.120,168.310,147.470,115.320,192.890,240.480,246.280,245.970,167.500,230.020,279.110,243.740,227.040
95.561,95.590,89.682,72.210,89.717,10.307,75.783,68.463,79.430,131.500,248.750,291.420,681.780,372.640,168.530,328.580,620.390,261.390,331.160,346.160,175.830,193.740,247.520,254.470,281.580,233.950,172.480,245.730,249.740,135.830,117.070,229.860,192.110,177.020,243.070,283.070,260.920,117.120,142.380,270.550,212.100,253.590,222.520,236.160,309.980,253.360,324.720,347.910,328.240,303.470,146.310,55.615,271.380,246.890,266.660,256.340,398.650,312.130,323.400,509.870,411.520,413.410,381.200,348.980,396.800,226.980,370.700,210.320,412.940,354.560,403.510,299.660,358.490,342.920,302.030,277.520,251.890,239.470,220.600,187.360,228.110,135.290,117.050,232.380,257.610,216.760,161.300,137.630,117.720,197.170,244.390,249.070,249.100,171.290,239.850,286.330,228.040,231.790
99.726,99.377,87.965,71.423,88.857,10.309,78.145,67.511,81.950,134.540,260.620,302.170,699.760,386.720,172.640,343.820,637.780,268.230,339.340,359.910,180.990,199.700,253.650,262.150,286.870,238.000,176.070,250.520,254.990,131.090,117.960,234.410,191.790,181.410,246.400,289.240,269.470,117.720,143.450,275.080,216.390,258.170,228.870,240.730,314.880,259.090,330.330,357.390,333.920,312.930,150.200,57.216,278.200,251.020,271.960,263.250,412.080,321.470,329.620,530.000,425.600,430.730,393.150,358.490,412.460,236.800,387.470,219.600,424.590,368.410,417.540,310.110,371.100,352.290,318.290,285.390,260.210,249.620,229.240,193.620,237.850,142.560,121.310,243.200,270.090,230.710,171.320,142.780,123.800,204.350,253.310,266.040,260.700,182.010,252.260,299.590,243.020,247.650
109.030,108.930,96.865,77.041,96.926,11.161,85.476,73.854,89.139,144.760,264.460,331.070,780.810,425.840,188.950,376.820,714.350,287.520,365.560,402.100,198.430,210.990,278.080,258.860,317.300,265.950,188.440,279.480,281.000,148.160,132.940,258.320,207.900,179.040,248.060,284.780,265.170,124.080,152.090,272.990,212.930,257.290,253.760,265.600,346.740,283.570,345.350,392.870,368.030,332.580,155.350,59.720,270.810,245.640,267.290,283.870,402.630,315.750,356.330,522.720,436.610,441.980,434.000,374.650,467.160,260.490,395.130,243.080,424.760,412.360,414.920,307.940,366.120,392.250,317.840,296.510,258.050,247.260,254.120,210.750,263.370,156.330,133.890,268.580,299.230,259.650,182.960,143.180,120.900,203.230,249.970,263.340,259.290,181.020,243.370,293.360,265.770,248.200
110.940,111.140,98.911,78.863,99.075,11.404,87.365,75.459,90.686,143.050,262.410,320.420,791.270,427.850,191.010,368.680,729.060,289.680,360.650,397.000,203.000,207.920,264.700,264.990,300.880,255.690,185.030,266.930,270.310,140.700,125.440,249.790,196.690,184.980,243.860,289.870,270.110,135.970,154.890,269.100,213.730,258.400,244.200,254.080,332.490,292.610,342.590,377.930,380.840,328.460,151.130,61.460,276.260,255.640,273.860,282.210,405.260,325.320,358.180,517.060,429.980,441.110,440.420,365.930,467.080,248.110,397.560,231.450,426.250,405.420,415.650,310.060,371.200,385.840,315.060,289.930,259.040,249.330,241.890,198.560,253.860,162.950,129.170,259.050,287.000,246.010,176.360,159.170,135.540,200.140,251.440,266.000,261.100,178.100,250.700,296.120,258.700,250.500
106.020,105.640,93.319,74.654,93.737,11.036,83.169,71.367,86.452,137.230,250.280,281.290,707.210,400.720,177.100,324.260,643.520,274.700,350.620,372.930,185.890,203.480,240.150,246.900,271.470,228.860,171.850,237.900,243.990,138.290,124.570,223.500,182.320,168.990,225.080,274.170,254.700,134.180,153.160,258.360,197.700,243.380,221.640,227.500,301.720,260.950,318.280,338.600,339.300,298.310,150.910,57.396,257.360,234.900,253.140,265.350,382.420,301.480,338.080,491.840,399.610,406.730,399.750,333.070,428.890,222.110,361.870,206.150,398.130,377.530,387.910,298.860,341.590,358.710,295.040,287.390,242.120,232.770,214.680,181.200,224.730,150.960,128.960,228.700,256.300,218.580,159.850,150.910,130.180,190.730,239.220,254.330,251.020,167.200,236.890,276.620,233.630,237.220
