" -F1882,S1621+F4756,S4757"," -F1882,S1621+F4758,S4759"," -F1882,S1621+F4784,S4785"," -F1882,S1621+F1796,S1795"," -F1882,S1621+F4728,S4729"," -F1882,S1621+F1889,S1628"," -F1882,S1621+F1995,S1736"," -F1882,S1621+F1516,S1774"," -F1882,S1621+F1714,S1715"," -F1878,S1879+F4777,S4778"," -F1878,S1879+F1631,S1632"," -F4879,S4880+F1851,S1852"," -F4879,S4880+F1658,S1659"," -F4741,S4742+F1907,S1908"," -F4741,S4742+F1602,S1603"," -F4877,S4878+F1849,S1850"," -F4877,S4878+F1660,S1661"," -F4765,S4766+F1876,S1877"," -F4765,S4766+F1633,S1634"," -F4743,S4744+F1905,S1906"," -F4743,S4744+F1604,S1605"," -F1616,S1617+F1895,S1896"," -F4838,S4839+F1805,S1806"," -F4674,S4675+F1544,S1545"," -F4841,S4842+F1813,S1814"," -F4836,S4837+F1810,S1811"," -F4787,S4788+F1801,S1802"," -F4843,S4844+F1817,S1818"," -F4845,S4846+F1830,S1831"," -F4790,S4791+F1823,S1824"," -F4780,S4781+F1821,S1822"," -F4847,S4848+F1837,S1838"," -F4832,S4833+F1834,S1835"," -F4725,S4726+F1541,S1542"," -F4676,S4677+F1549,S1550"," -F4671,S4672+F1553,S1554"," -F4669,S4670+F1556,S1557"," -F4732,S4733+F1562,S1563"," -F4722,S4723+F1564,S1565"," -F4667,S4668+F1570,S1571"," -F4680,S4681+F1573,S1574"," -F4665,S4666+F1577,S1578"," -F4849,S4850+F1842,S1843"," -F4851,S4852+F1846,S1847"," -F4794,S4795+F1857,S1858"," -F4828,S4829+F1859,S1860"," -F4774,S4775+F1861,S1862"," -F4826,S4827+F1870,S1871"," -F4797,S4798+F1868,S1869"," -F4772,S4773+F1866,S1867"," -F4735,S4736+F1614,S1615"," -F4737,S4738+F1594,S1595"," -F4718,S4719+F1596,S1597"," -F4663,S4664+F1582,S1583"," -F4661,S4662+F1585,S1586"," -F4739,S4740+F1598,S1599"," -F4715,S4716+F1610,S1611"," -F4684,S4685+F1608,S1609"," -F4686,S4687+F1612,S1613"," -F4633,S4634+F1874,S1875"," -F4824,S4825+F1639,S1640"," -F4799,S4800+F1641,S1642"," -F4770,S4771+F1643,S1644"," -F4822,S4823+F1650,S1651"," -F4768,S4769+F1648,S1649"," -F4856,S4857+F1924,S1925"," -F4802,S4803+F1652,S1653"," -F4858,S4859+F1927,S1928"," -F4713,S4714+F1899,S1900"," -F4745,S4746+F1911,S1912"," -F4688,S4689+F1897,S1898"," -F4635,S4636+F1635,S1636"," -F4690,S4691+F1901,S1902"," -F4747,S4748+F1915,S1916"," -F4710,S4711+F1913,S1914"," -F4749,S4750+F1893,S1894"," -F4656,S4657+F1663,S1664"," -F4654,S4655+F1667,S1668"," -F4860,S4861+F1932,S1933"," -F4818,S4819+F1936,S1937"," -F4862,S4863+F1939,S1940"," -F4806,S4807+F1945,S1946"," -F4762,S4763+F1947,S1948"," -F4864,S4865+F1953,S1954"," -F4866,S4867+F1956,S1957"," -F4814,S4815+F1960,S1961"," -F4809,S4810+F1968,S1969"," -F4706,S4707+F1686,S1687"," -F4752,S4753+F1688,S1689"," -F4694,S4695+F1675,S1676"," -F4652,S4653+F1672,S1673"," -F4650,S4651+F1679,S1680"," -F4648,S4649+F1692,S1693"," -F4703,S4704+F1708,S1709"," -F4698,S4699+F1699,S1700"," -F4646,S4647+F1696,S1697"," -F4812,S4813+F1965,S1966"," -F4700,S4701+F1704,S1705"
145.630,145.140,133.640,103.420,133.890,15.585,115.840,102.420,118.120,148.090,623.750,662.230,806.690,452.180,205.980,789.200,737.790,291.380,369.320,424.590,216.220,218.010,566.760,574.740,689.730,583.690,401.480,559.490,589.930,202.690,173.000,571.740,466.880,428.790,588.810,672.220,601.610,172.550,204.400,609.640,509.160,593.590,581.540,637.440,859.130,301.910,898.010,936.240,386.270,875.990,160.640,66.335,689.860,604.780,677.290,302.750,1082.100,819.020,380.440,1445.900,1189.800,1179.900,457.450,1113.200,490.630,742.460,1100.000,687.220,1157.000,425.160,1182.000,719.640,1090.200,402.290,912.300,303.020,776.130,718.090,681.920,623.840,736.140,195.550,170.190,782.050,949.500,818.580,576.050,201.720,172.300,623.440,740.960,771.990,817.530,626.980,857.290,980.850,812.800,842.160
116.240,115.910,107.610,84.333,107.890,12.431,91.772,81.655,95.604,141.280,669.360,738.690,798.740,438.380,197.800,878.320,727.490,281.610,354.270,407.510,210.010,208.860,683.570,697.060,800.180,697.330,479.090,665.590,700.640,161.520,141.920,670.660,557.270,496.670,698.900,816.280,709.100,142.990,163.370,715.180,585.120,693.600,678.530,740.980,992.510,298.800,1040.800,1047.200,385.300,978.630,150.930,63.487,809.410,723.420,799.190,291.290,1288.000,972.710,361.450,1648.200,1292.600,1286.800,445.440,1195.300,473.650,799.190,1225.100,740.720,1307.800,409.400,1344.200,865.930,1246.000,391.340,1029.700,289.500,924.820,863.540,726.640,676.250,790.150,159.400,140.050,820.370,1013.100,900.830,624.530,163.270,141.900,697.930,836.960,857.880,892.670,682.580,930.510,1065.100,872.610,896.190
104.630,104.080,95.808,76.123,95.898,11.211,82.575,72.692,86.926,132.050,659.890,728.840,726.340,425.790,196.940,850.820,656.490,269.600,334.760,393.150,208.670,204.650,635.940,668.940,751.390,666.370,464.330,629.460,653.680,145.640,128.850,617.450,509.900,491.760,680.010,768.170,680.420,129.520,147.250,711.030,594.860,690.780,641.040,715.860,941.900,265.880,1017.800,1015.800,342.400,924.490,144.240,62.509,834.930,727.840,803.390,286.840,1255.000,938.560,362.500,1601.800,1261.100,1283.200,420.690,1205.500,454.970,818.540,1197.900,758.540,1276.200,394.260,1281.800,802.500,1193.000,374.460,1008.300,280.900,823.660,776.150,739.200,669.620,791.160,144.970,128.840,796.550,993.270,859.010,612.760,147.010,127.090,638.330,752.730,782.950,821.370,619.800,852.130,993.610,830.340,802.480
109.210,108.890,103.510,80.941,103.280,11.726,86.289,78.479,90.605,139.100,876.320,914.950,783.750,447.120,197.220,1073.100,714.070,279.670,351.780,414.660,209.300,207.060,829.500,837.120,1016.200,905.100,617.080,847.070,887.710,159.530,141.030,825.700,690.660,629.490,871.780,969.390,875.630,137.370,156.000,899.180,761.950,881.680,836.120,944.060,1304.000,286.130,1446.800,1358.200,368.330,1304.600,147.730,62.689,1041.300,904.410,1014.700,287.650,1566.300,1214.300,356.700,2083.300,1709.500,1706.600,454.030,1563.700,491.970,1059.700,1660.600,984.400,1701.900,419.450,1691.700,1001.900,1609.400,399.530,1391.600,285.820,1114.900,1013.900,965.020,896.610,1052.600,154.160,136.290,1085.300,1362.600,1179.100,851.280,152.280,132.370,859.150,979.630,1024.200,1071.800,848.980,1143.000,1291.300,1144.600,1063.100
109.260,108.890,104.660,81.721,104.160,11.981,86.549,79.001,90.697,135.960,862.850,932.620,722.000,417.440,190.100,1089.000,660.390,270.790,338.780,390.420,199.840,203.880,808.320,760.560,971.850,884.050,604.410,820.300,880.680,162.050,142.260,840.970,677.370,582.690,805.400,901.980,816.880,135.860,154.140,828.970,712.370,838.030,881.320,955.560,1308.100,271.030,1380.000,1379.300,347.290,1292.700,144.460,61.896,993.740,861.780,988.890,274.240,1489.000,1139.200,343.430,2022.600,1703.900,1694.100,421.790,1598.700,452.800,1100.100,1587.000,1016.700,1666.200,393.450,1641.100,977.630,1551.300,373.370,1338.000,279.000,1123.700,1029.200,1013.100,934.920,1105.000,154.100,135.780,1142.700,1378.600,1203.000,884.020,151.490,130.420,876.130,1025.400,1085.300,1154.200,894.230,1191.900,1337.200,1166.600,1127.300
105.660,105.380,98.736,78.096,98.967,11.534,83.759,74.992,87.657,126.700,619.360,628.150,637.770,367.840,168.480,759.770,580.490,247.910,309.350,342.710,174.360,197.170,574.420,666.510,668.000,607.250,422.940,562.120,595.580,145.180,128.760,561.160,472.020,492.210,688.880,802.260,697.050,137.620,155.920,716.040,595.980,718.450,567.520,626.260,864.280,243.940,954.100,927.110,308.190,868.510,140.110,60.213,822.380,722.800,803.880,248.290,1262.600,940.830,304.400,1583.900,1170.900,1190.800,369.260,1104.000,396.320,735.790,1146.000,662.300,1246.800,343.760,1265.500,872.170,1197.400,330.780,998.710,269.020,890.090,833.150,637.760,599.500,702.350,144.600,126.840,768.410,939.500,814.760,592.280,153.090,132.050,710.250,836.360,872.430,903.490,688.360,945.690,1087.500,792.520,902.630
131.100,130.640,119.820,93.469,119.510,13.826,104.070,91.037,107.350,152.900,783.900,863.660,795.500,445.860,207.190,988.060,730.500,296.230,373.450,419.100,216.490,218.500,766.600,810.770,936.260,825.760,560.340,794.260,845.760,182.550,159.140,787.090,648.970,593.460,835.410,966.130,859.430,156.580,180.740,889.310,700.670,817.830,806.260,878.290,1156.100,295.690,1196.400,1220.500,382.140,1114.800,165.240,65.814,933.650,848.830,936.460,303.610,1385.900,1062.900,377.280,1848.200,1507.700,1517.500,455.250,1394.100,488.210,925.810,1385.600,845.010,1481.400,425.550,1450.400,904.660,1373.900,401.760,1143.500,308.510,997.680,908.350,846.960,748.950,875.340,180.060,157.840,888.310,1072.900,939.380,684.240,183.660,157.480,771.030,895.430,935.350,971.430,685.560,981.240,1134.600,904.170,919.800
110.560,110.160,107.210,84.092,106.860,12.063,87.796,80.983,92.060,143.070,779.640,851.440,745.390,413.710,186.690,978.190,675.310,281.410,347.640,385.160,194.910,204.680,794.210,848.090,966.410,816.850,583.510,771.780,802.420,161.980,142.360,751.490,632.600,617.410,887.040,1039.900,909.040,140.070,158.390,884.520,746.620,892.640,777.800,852.080,1185.100,281.320,1274.800,1238.600,360.250,1157.400,157.330,62.664,1024.800,913.640,1017.900,275.900,1557.500,1210.800,344.390,2021.400,1514.800,1524.400,419.500,1385.500,449.190,938.060,1425.600,850.100,1528.800,389.780,1625.100,1065.500,1493.200,371.150,1201.200,290.980,1066.900,997.230,821.850,766.350,919.680,152.640,134.300,916.230,1136.400,976.880,695.020,154.740,133.140,822.930,969.240,1023.600,1021.800,708.240,1020.100,1193.300,914.670,940.790
105.860,105.920,101.630,80.497,101.460,11.613,84.125,77.108,88.306,135.600,639.360,674.200,686.710,405.070,187.680,791.720,621.880,269.270,333.390,374.840,197.210,202.520,620.260,646.230,744.140,654.670,461.320,612.870,636.380,149.250,132.280,597.680,497.990,488.920,670.540,779.230,704.370,134.100,151.760,701.040,598.440,703.930,613.950,674.440,915.110,257.160,992.020,966.010,329.410,911.410,148.960,61.258,804.760,716.860,777.510,272.060,1227.400,917.300,339.020,1587.000,1230.000,1232.600,401.330,1112.600,431.850,716.560,1126.900,669.350,1230.500,376.500,1238.000,793.330,1152.300,357.960,951.110,282.700,816.910,751.430,655.300,589.090,693.810,143.970,127.340,730.810,880.110,761.660,535.590,145.570,126.450,626.940,741.930,756.580,765.810,556.590,801.160,897.540,738.140,733.760
132.560,132.810,127.640,97.895,127.460,14.493,106.090,97.215,109.140,141.500,689.090,732.970,750.240,421.070,189.810,856.460,681.980,277.940,349.240,394.400,197.790,208.470,634.140,645.050,752.100,668.390,474.470,635.980,672.920,192.640,166.880,623.080,523.760,483.490,662.130,741.320,656.240,163.980,189.360,678.320,573.370,664.360,641.470,706.930,998.580,278.510,1064.700,1054.100,359.450,1001.000,151.400,62.974,796.490,697.500,773.610,274.900,1216.300,921.380,340.040,1634.600,1340.100,1339.700,432.590,1239.700,465.710,853.470,1267.100,791.140,1340.100,399.250,1326.300,806.610,1240.700,378.900,1080.600,289.960,884.770,821.180,765.790,706.370,844.280,183.070,159.060,869.730,1068.100,939.610,677.570,181.080,157.690,703.300,811.920,828.570,879.990,699.840,959.920,1077.000,903.110,900.210
