" -F478,S217+F4228,S4229"," -F478,S217+F4230,S4231"," -F478,S217+F4256,S4257"," -F478,S217+F392,S391"," -F478,S217+F4200,S4201"," -F478,S217+F485,S224"," -F478,S217+F591,S332"," -F478,S217+F112,S370"," -F478,S217+F310,S311"," -F474,S475+F4249,S4250"," -F474,S475+F227,S228"," -F4351,S4352+F447,S448"," -F4351,S4352+F254,S255"," -F4213,S4214+F503,S504"," -F4213,S4214+F198,S199"," -F4349,S4350+F445,S446"," -F4349,S4350+F256,S257"," -F4237,S4238+F472,S473"," -F4237,S4238+F229,S230"," -F4215,S4216+F501,S502"," -F4215,S4216+F200,S201"," -F212,S213+F491,S492"," -F4310,S4311+F401,S402"," -F4146,S4147+F140,S141"," -F4313,S4314+F409,S410"," -F4308,S4309+F406,S407"," -F4259,S4260+F397,S398"," -F4315,S4316+F413,S414"," -F4317,S4318+F426,S427"," -F4262,S4263+F419,S420"," -F4252,S4253+F417,S418"," -F4319,S4320+F433,S434"," -F4304,S4305+F430,S431"," -F4197,S4198+F137,S138"," -F4148,S4149+F145,S146"," -F4143,S4144+F149,S150"," -F4141,S4142+F152,S153"," -F4204,S4205+F158,S159"," -F4194,S4195+F160,S161"," -F4139,S4140+F166,S167"," -F4152,S4153+F169,S170"," -F4137,S4138+F173,S174"," -F4321,S4322+F438,S439"," -F4323,S4324+F442,S443"," -F4266,S4267+F453,S454"," -F4300,S4301+F455,S456"," -F4246,S4247+F457,S458"," -F4298,S4299+F466,S467"," -F4269,S4270+F464,S465"," -F4244,S4245+F462,S463"," -F4207,S4208+F210,S211"," -F4209,S4210+F190,S191"," -F4190,S4191+F192,S193"," -F4135,S4136+F178,S179"," -F4133,S4134+F181,S182"," -F4211,S4212+F194,S195"," -F4187,S4188+F206,S207"," -F4156,S4157+F204,S205"," -F4158,S4159+F208,S209"," -F4105,S4106+F470,S471"," -F4296,S4297+F235,S236"," -F4271,S4272+F237,S238"," -F4242,S4243+F239,S240"," -F4294,S4295+F246,S247"," -F4240,S4241+F244,S245"," -F4328,S4329+F520,S521"," -F4274,S4275+F248,S249"," -F4330,S4331+F523,S524"," -F4185,S4186+F495,S496"," -F4217,S4218+F507,S508"," -F4160,S4161+F493,S494"," -F4107,S4108+F231,S232"," -F4162,S4163+F497,S498"," -F4219,S4220+F511,S512"," -F4182,S4183+F509,S510"," -F4221,S4222+F489,S490"," -F4128,S4129+F259,S260"," -F4126,S4127+F263,S264"," -F4332,S4333+F528,S529"," -F4290,S4291+F532,S533"," -F4334,S4335+F535,S536"," -F4278,S4279+F541,S542"," -F4234,S4235+F543,S544"," -F4336,S4337+F549,S550"," -F4338,S4339+F552,S553"," -F4286,S4287+F556,S557"," -F4281,S4282+F564,S565"," -F4178,S4179+F282,S283"," -F4224,S4225+F284,S285"," -F4166,S4167+F271,S272"," -F4124,S4125+F268,S269"," -F4122,S4123+F275,S276"," -F4120,S4121+F288,S289"," -F4175,S4176+F304,S305"," -F4170,S4171+F295,S296"," -F4118,S4119+F292,S293"," -F4284,S4285+F561,S562"," -F4172,S4173+F300,S301"
172.230,171.730,157.580,117.890,156.650,18.378,137.520,120.340,137.510,145.590,481.820,568.060,709.020,395.990,175.480,668.640,644.580,278.260,345.000,369.590,181.150,210.710,467.480,440.560,546.050,476.370,338.600,457.840,483.400,237.880,202.920,465.060,376.680,328.650,447.450,494.010,446.770,194.750,232.370,450.660,382.350,440.140,471.350,513.570,684.620,271.460,718.340,764.400,343.150,697.700,162.070,62.416,515.050,454.700,501.460,261.460,785.700,599.340,323.020,1055.900,915.830,918.380,398.590,859.130,430.450,584.150,874.390,540.890,904.880,375.570,890.740,544.300,842.860,357.720,724.340,303.360,578.340,548.840,551.630,507.200,603.770,226.910,194.770,624.210,781.890,687.600,507.920,237.250,201.830,475.690,549.530,578.630,608.410,492.380,661.840,757.270,684.960,645.330
136.230,136.420,123.190,95.993,123.630,14.559,107.960,94.163,110.860,146.580,684.420,733.720,815.890,471.340,201.210,857.960,752.900,290.830,367.700,434.480,213.560,217.440,651.720,649.400,767.530,680.800,479.340,647.020,677.570,182.060,159.530,629.660,525.970,485.460,661.860,761.800,675.270,162.730,185.800,687.950,576.320,670.760,633.350,696.950,967.100,299.210,1037.800,1034.400,385.530,996.840,157.380,65.403,793.770,687.620,769.980,297.000,1204.600,914.780,380.350,1614.200,1315.000,1330.400,468.740,1231.400,507.590,823.680,1269.000,762.410,1330.600,436.270,1334.000,815.600,1260.200,408.240,1080.700,299.040,894.880,837.650,763.040,721.980,860.950,183.240,160.960,876.730,1095.400,974.170,707.570,190.530,164.620,704.130,833.190,871.410,938.580,726.050,982.070,1138.700,953.020,935.550
116.380,115.500,107.570,84.303,107.840,12.383,91.774,81.590,95.589,141.070,669.160,737.870,799.710,438.360,197.820,878.520,728.940,282.220,353.880,407.430,209.750,208.950,683.020,695.020,798.660,696.740,479.200,665.590,700.510,161.610,141.670,670.700,556.950,496.590,698.580,816.160,709.440,143.110,162.910,716.310,585.180,694.100,678.450,742.200,992.750,298.470,1040.900,1047.300,385.760,978.280,150.800,62.858,809.850,722.500,799.390,289.940,1288.400,972.450,360.980,1648.400,1292.400,1285.800,444.670,1195.100,474.010,799.230,1225.100,740.340,1306.200,409.680,1344.200,866.160,1246.200,391.870,1030.200,289.510,925.570,863.700,726.370,676.610,788.660,159.430,140.070,819.780,1012.800,900.630,628.590,163.120,141.560,698.080,836.930,857.930,892.880,682.690,930.910,1065.300,871.990,896.950
99.849,99.706,93.057,73.623,92.206,10.773,78.616,70.269,83.696,132.990,640.640,822.940,734.710,407.070,183.520,971.040,670.480,267.430,329.850,379.280,192.560,200.150,687.580,605.350,830.810,698.100,483.820,694.050,745.190,144.040,127.800,714.480,561.500,462.860,625.030,713.930,634.790,121.610,137.400,645.530,547.010,626.760,717.390,789.910,1035.200,270.670,1031.800,1128.200,345.990,976.150,139.630,60.077,725.450,653.950,721.960,262.480,1085.100,842.460,324.720,1501.700,1293.800,1296.200,419.030,1214.800,445.670,880.270,1243.900,815.300,1248.600,387.090,1237.000,732.770,1176.300,369.680,1010.500,273.620,804.630,751.120,810.680,720.750,872.950,139.370,124.570,889.380,1076.100,930.740,649.490,136.690,118.710,632.960,715.760,774.860,809.020,614.450,858.210,977.230,920.520,812.700
109.860,109.890,103.220,80.964,103.220,11.822,86.954,78.194,91.291,136.710,785.070,897.930,735.430,412.760,183.300,1076.100,671.540,271.440,339.360,383.190,190.760,204.850,756.400,729.390,931.190,808.280,550.340,770.150,826.340,157.010,138.240,775.590,643.300,541.790,746.960,850.930,756.340,138.670,156.640,816.460,676.920,801.220,795.220,878.910,1186.600,276.230,1251.300,1254.100,353.280,1168.100,146.990,61.717,917.660,799.070,896.910,268.170,1378.300,1038.000,332.970,1840.800,1557.600,1530.300,423.100,1481.700,453.140,1001.300,1470.200,926.610,1510.600,387.220,1494.100,911.700,1372.600,369.650,1182.800,284.000,1040.100,946.440,920.960,820.310,991.590,151.400,133.210,994.610,1220.500,1069.600,745.710,155.000,133.830,797.440,931.840,983.820,974.960,738.090,1035.900,1215.700,1022.200,973.140
109.270,109.120,104.700,81.874,104.140,12.006,86.559,78.947,90.870,136.010,862.200,932.090,721.520,417.100,189.780,1087.800,660.550,271.370,339.220,390.310,199.480,203.750,807.980,761.720,971.380,883.190,604.350,820.110,880.280,161.770,141.630,840.390,676.970,583.160,805.540,902.670,817.230,135.970,153.970,828.980,711.940,838.330,881.240,954.950,1307.800,271.160,1378.200,1379.100,347.280,1292.300,144.410,61.438,994.080,862.310,988.730,273.980,1488.800,1138.600,342.620,2022.200,1703.300,1693.700,421.450,1598.000,452.960,1100.800,1586.300,1016.100,1666.600,393.460,1641.400,978.070,1551.800,374.260,1338.200,278.850,1124.200,1029.500,1012.900,934.920,1105.500,153.690,135.830,1142.200,1378.400,1202.600,883.730,151.280,130.380,876.770,1025.100,1085.300,1153.700,894.110,1192.300,1337.600,1165.900,1127.600
167.320,166.900,146.970,111.750,146.280,17.295,133.580,112.630,133.820,149.790,550.650,671.650,759.230,426.890,188.970,791.880,689.730,289.920,362.300,397.630,196.910,213.100,579.080,515.420,691.080,593.470,419.660,570.220,593.770,218.030,186.810,560.040,457.600,396.930,527.620,588.490,523.790,187.890,219.210,526.250,442.130,514.560,570.990,625.230,840.260,285.950,871.380,912.920,365.640,807.350,165.500,63.577,587.900,520.760,577.440,283.170,878.490,670.920,348.660,1185.700,1044.200,1032.000,426.640,952.140,462.390,655.390,955.270,610.750,994.520,402.990,962.410,564.300,907.840,385.340,771.070,305.410,594.570,552.970,605.080,547.890,655.380,222.960,190.950,661.220,805.470,698.860,497.740,233.140,196.280,479.570,544.750,568.580,585.150,462.510,619.870,692.330,670.600,597.160
122.090,121.960,113.550,88.285,113.030,13.064,96.774,86.069,100.860,149.240,873.710,926.120,774.020,451.730,197.530,1082.300,714.250,292.140,366.970,413.730,209.620,215.090,896.020,873.820,1052.100,945.700,664.330,865.550,910.590,169.170,148.900,841.090,708.590,668.150,912.240,1027.300,907.720,150.500,170.530,940.990,787.340,939.080,883.970,978.150,1337.700,283.730,1462.000,1381.600,369.410,1347.800,163.110,65.157,1053.900,949.710,1070.200,295.940,1590.800,1235.300,373.140,2088.900,1702.300,1696.600,444.300,1534.300,486.800,1028.300,1574.000,975.090,1638.800,420.820,1658.300,968.370,1561.700,396.420,1322.700,301.750,1089.200,1016.300,915.790,862.780,1005.300,165.370,144.560,1004.600,1235.500,1072.500,774.400,171.300,147.030,854.790,1004.300,1062.800,1042.500,803.170,1096.000,1245.200,1029.200,1032.900
110.560,109.960,107.190,83.939,106.920,12.115,87.750,80.941,92.501,143.220,779.130,851.230,743.680,413.860,185.490,978.200,676.300,281.310,347.010,385.040,194.540,204.930,794.400,847.260,966.400,816.800,583.910,770.200,802.490,162.050,141.930,752.540,633.230,617.710,886.530,1039.700,909.160,140.020,158.080,883.920,747.850,892.420,779.450,852.080,1185.400,281.820,1274.800,1238.900,360.390,1157.600,156.710,62.445,1024.900,913.650,1017.700,275.910,1557.900,1210.900,343.720,2021.500,1515.400,1524.700,418.910,1385.000,448.710,938.220,1424.800,849.860,1529.500,389.290,1625.500,1065.400,1493.900,371.710,1202.000,291.430,1066.800,997.270,821.480,767.680,919.450,152.960,134.360,916.000,1136.000,976.750,694.500,153.890,132.550,823.280,969.120,1023.600,1022.100,709.400,1020.300,1193.100,914.170,940.960
114.040,114.410,111.850,85.759,110.350,12.746,90.799,84.386,95.013,135.160,578.430,710.270,715.580,398.040,177.150,826.260,651.200,270.310,331.440,373.740,186.240,200.370,591.440,548.260,700.250,612.720,421.270,586.890,617.950,167.800,146.850,587.190,475.560,410.960,565.930,636.340,564.220,138.360,157.240,580.470,490.410,576.470,597.920,648.620,866.710,267.420,906.960,955.530,340.690,856.120,141.240,59.492,657.960,587.720,654.190,254.280,1013.400,774.580,312.420,1361.400,1134.600,1132.800,407.800,1066.500,433.570,729.420,1078.700,661.710,1104.600,376.450,1089.100,657.060,1019.700,358.290,880.280,274.930,712.120,658.800,662.620,592.400,730.820,158.590,140.070,743.670,912.010,778.140,533.480,152.050,131.270,558.000,660.980,679.750,709.070,544.910,742.910,833.590,762.910,694.980
136.560,136.140,130.490,99.556,129.660,14.870,108.990,99.189,111.400,140.270,593.540,703.000,729.230,409.380,180.680,838.720,664.800,277.590,343.380,380.080,188.970,206.460,571.380,564.040,700.440,601.890,413.540,579.780,606.180,191.290,165.190,572.500,475.980,411.740,581.080,675.990,603.880,166.600,191.220,609.290,513.850,609.250,585.380,648.890,882.980,273.360,931.700,975.830,353.350,905.920,150.780,62.214,728.150,624.810,695.910,267.440,1079.200,826.480,330.820,1432.400,1189.000,1185.900,415.260,1117.400,448.340,751.690,1134.800,694.240,1175.900,383.520,1173.300,734.200,1093.300,364.700,943.280,287.590,794.090,728.700,695.280,640.880,767.620,182.710,158.560,802.600,1009.700,867.240,591.750,187.610,161.800,619.700,740.920,761.380,813.780,622.480,852.170,986.680,828.800,802.890
