" -F1180,S919+F4492,S4493"," -F1180,S919+F4494,S4495"," -F1180,S919+F4520,S4521"," -F1180,S919+F1094,S1093"," -F1180,S919+F4464,S4465"," -F1180,S919+F1187,S926"," -F1180,S919+F1293,S1034"," -F1180,S919+F814,S1072"," -F1180,S919+F1012,S1013"," -F1176,S1177+F4513,S4514"," -F1176,S1177+F929,S930"," -F4615,S4616+F1149,S1150"," -F4615,S4616+F956,S957"," -F4477,S4478+F1205,S1206"," -F4477,S4478+F900,S901"," -F4613,S4614+F1147,S1148"," -F4613,S4614+F958,S959"," -F4501,S4502+F1174,S1175"," -F4501,S4502+F931,S932"," -F4479,S4480+F1203,S1204"," -F4479,S4480+F902,S903"," -F914,S915+F1193,S1194"," -F4574,S4575+F1103,S1104"," -F4410,S4411+F842,S843"," -F4577,S4578+F1111,S1112"," -F4572,S4573+F1108,S1109"," -F4523,S4524+F1099,S1100"," -F4579,S4580+F1115,S1116"," -F4581,S4582+F1128,S1129"," -F4526,S4527+F1121,S1122"," -F4516,S4517+F1119,S1120"," -F4583,S4584+F1135,S1136"," -F4568,S4569+F1132,S1133"," -F4461,S4462+F839,S840"," -F4412,S4413+F847,S848"," -F4407,S4408+F851,S852"," -F4405,S4406+F854,S855"," -F4468,S4469+F860,S861"," -F4458,S4459+F862,S863"," -F4403,S4404+F868,S869"," -F4416,S4417+F871,S872"," -F4401,S4402+F875,S876"," -F4585,S4586+F1140,S1141"," -F4587,S4588+F1144,S1145"," -F4530,S4531+F1155,S1156"," -F4564,S4565+F1157,S1158"," -F4510,S4511+F1159,S1160"," -F4562,S4563+F1168,S1169"," -F4533,S4534+F1166,S1167"," -F4508,S4509+F1164,S1165"," -F4471,S4472+F912,S913"," -F4473,S4474+F892,S893"," -F4454,S4455+F894,S895"," -F4399,S4400+F880,S881"," -F4397,S4398+F883,S884"," -F4475,S4476+F896,S897"," -F4451,S4452+F908,S909"," -F4420,S4421+F906,S907"," -F4422,S4423+F910,S911"," -F4369,S4370+F1172,S1173"," -F4560,S4561+F937,S938"," -F4535,S4536+F939,S940"," -F4506,S4507+F941,S942"," -F4558,S4559+F948,S949"," -F4504,S4505+F946,S947"," -F4592,S4593+F1222,S1223"," -F4538,S4539+F950,S951"," -F4594,S4595+F1225,S1226"," -F4449,S4450+F1197,S1198"," -F4481,S4482+F1209,S1210"," -F4424,S4425+F1195,S1196"," -F4371,S4372+F933,S934"," -F4426,S4427+F1199,S1200"," -F4483,S4484+F1213,S1214"," -F4446,S4447+F1211,S1212"," -F4485,S4486+F1191,S1192"," -F4392,S4393+F961,S962"," -F4390,S4391+F965,S966"," -F4596,S4597+F1230,S1231"," -F4554,S4555+F1234,S1235"," -F4598,S4599+F1237,S1238"," -F4542,S4543+F1243,S1244"," -F4498,S4499+F1245,S1246"," -F4600,S4601+F1251,S1252"," -F4602,S4603+F1254,S1255"," -F4550,S4551+F1258,S1259"," -F4545,S4546+F1266,S1267"," -F4442,S4443+F984,S985"," -F4488,S4489+F986,S987"," -F4430,S4431+F973,S974"," -F4388,S4389+F970,S971"," -F4386,S4387+F977,S978"," -F4384,S4385+F990,S991"," -F4439,S4440+F1006,S1007"," -F4434,S4435+F997,S998"," -F4382,S4383+F994,S995"," -F4548,S4549+F1263,S1264"," -F4436,S4437+F1002,S1003"
115.080,114.470,105.670,84.756,105.630,12.172,89.864,79.468,95.609,160.440,281.910,370.690,817.670,451.930,206.130,419.160,745.260,322.630,400.580,422.790,217.060,258.020,293.200,282.360,334.710,278.410,195.830,289.080,290.570,155.900,138.770,272.460,219.620,203.100,268.320,320.760,288.500,139.990,155.360,291.160,225.620,276.780,266.550,284.470,372.520,307.280,377.710,434.210,394.250,359.180,174.790,75.486,308.160,268.440,283.790,300.000,447.240,355.630,364.030,550.200,463.870,468.380,451.980,391.360,490.200,264.570,418.510,250.300,457.770,429.260,432.520,349.640,387.920,406.030,330.960,348.870,267.500,260.080,259.730,215.950,265.620,153.080,136.200,262.480,299.020,252.110,180.940,149.070,128.340,211.180,263.010,271.100,269.920,183.740,247.050,301.070,266.100,251.430
115.480,114.900,105.710,83.143,105.980,12.146,90.446,79.638,93.899,147.590,278.830,348.910,803.150,442.360,194.880,403.130,731.030,300.780,379.990,415.530,209.340,227.520,287.940,290.580,332.170,280.900,198.510,277.900,284.480,152.620,133.790,266.940,215.130,209.160,277.590,331.190,293.200,135.990,155.140,295.790,228.880,276.560,257.690,276.970,371.260,292.930,384.650,418.820,378.970,353.980,161.840,63.531,308.710,267.740,286.040,287.790,453.610,355.110,361.330,554.170,452.800,464.550,441.270,382.320,481.380,256.250,411.730,238.100,461.480,426.980,436.210,336.520,396.970,399.090,334.270,320.970,268.000,259.290,243.500,210.090,254.640,148.420,130.260,250.110,287.540,247.020,174.740,148.300,129.140,213.030,258.410,268.240,265.760,191.370,261.560,306.210,257.960,259.480
113.800,113.340,104.450,82.120,104.220,12.000,89.258,78.877,92.379,142.230,265.430,334.840,762.520,420.620,185.660,386.740,691.210,288.330,362.540,393.250,198.970,218.100,280.220,277.180,322.910,272.590,192.300,269.010,276.780,147.610,130.130,256.300,205.830,203.480,269.920,319.210,279.460,132.350,150.550,283.700,220.580,266.510,252.080,271.920,364.790,277.650,380.360,406.770,356.060,349.490,153.040,60.803,296.380,260.860,276.920,277.290,435.370,341.160,345.450,534.840,444.880,453.550,421.890,378.440,455.620,249.660,403.140,230.670,447.690,399.780,421.310,324.360,383.010,376.260,325.800,299.340,257.590,245.450,236.520,205.960,247.970,144.240,127.000,242.170,281.240,243.320,172.840,144.900,123.770,201.750,242.590,253.360,253.150,178.710,244.780,283.010,250.670,242.010
112.840,112.470,104.190,81.215,103.800,11.989,89.019,78.805,91.632,137.140,259.370,323.850,718.320,392.030,171.730,371.210,654.140,274.820,343.170,366.420,183.440,202.160,268.160,264.920,311.000,263.180,186.810,260.090,268.200,153.280,133.270,248.550,202.180,193.490,259.970,307.310,266.400,131.420,151.720,269.840,214.540,258.110,243.810,268.090,354.790,264.870,368.380,398.570,344.180,342.520,147.700,58.950,285.280,251.460,267.050,254.850,417.800,329.440,318.110,522.390,438.220,443.760,395.830,373.950,425.560,248.480,395.510,228.560,436.740,373.840,410.990,311.490,373.780,353.590,318.680,284.930,253.210,243.290,231.300,204.440,245.010,147.920,128.430,238.840,274.360,237.940,170.920,147.040,125.100,196.790,239.910,245.490,247.040,177.620,241.900,280.360,246.560,237.140
112.800,112.670,104.420,81.475,104.140,12.081,88.881,78.901,91.539,136.260,256.320,325.490,724.270,401.440,177.480,375.710,659.040,276.550,345.530,371.980,189.480,199.000,265.110,276.900,308.910,259.960,182.700,264.160,274.240,151.980,129.210,254.190,203.520,197.510,261.250,312.680,277.190,132.030,152.930,277.070,220.040,265.430,250.750,269.350,353.740,263.980,361.350,401.380,342.810,340.930,146.630,55.799,296.400,261.830,277.550,257.910,434.040,338.430,326.050,536.270,437.400,440.070,401.130,373.210,432.280,255.940,392.880,233.400,432.610,378.830,417.830,321.860,377.660,359.780,317.870,283.600,261.030,251.490,239.470,204.690,252.320,144.340,123.850,247.980,291.750,243.450,170.340,144.100,125.610,203.390,242.130,253.990,255.640,178.550,246.810,286.620,254.140,241.700
109.800,109.680,102.360,79.892,102.100,11.802,86.318,77.163,88.385,137.210,251.350,314.480,702.500,384.580,169.720,363.300,638.120,270.760,337.790,363.450,182.790,194.570,257.830,252.230,304.880,254.350,180.700,250.090,259.110,144.750,126.580,244.440,196.230,184.060,245.640,287.280,255.210,126.990,145.880,255.620,206.950,247.730,240.540,263.140,344.480,257.990,352.560,382.900,331.650,331.290,148.510,55.158,274.440,245.780,259.300,255.510,408.130,320.410,318.420,506.490,421.580,425.950,389.260,363.330,420.100,241.100,381.780,222.250,418.320,368.970,396.040,299.710,359.720,348.960,307.280,279.910,248.190,236.680,228.700,197.160,239.370,137.290,120.440,236.570,272.830,231.080,164.350,139.680,121.230,190.110,234.490,240.570,245.250,173.630,237.760,271.000,242.680,230.880
116.230,116.030,103.740,80.245,103.800,12.162,90.716,78.191,93.113,135.840,267.890,332.370,754.950,417.280,182.830,386.830,686.850,280.330,349.240,387.160,195.580,196.210,269.460,283.250,318.580,270.940,189.630,268.730,280.090,149.990,126.170,261.330,208.570,200.280,274.720,317.690,290.040,128.010,148.920,287.840,228.440,278.200,259.100,277.310,362.480,268.470,378.860,422.220,351.740,360.210,146.190,55.452,313.040,274.280,292.900,265.680,458.950,357.510,336.040,572.900,467.490,470.630,420.090,397.890,454.150,268.350,417.600,248.020,459.160,394.500,448.060,336.410,404.220,372.990,338.040,278.430,282.900,270.680,255.360,216.100,271.200,149.190,129.460,270.090,318.730,271.220,190.250,147.390,127.820,213.830,263.020,273.180,278.290,197.770,273.150,318.070,276.830,266.330
116.640,116.470,103.710,81.240,103.280,11.822,91.109,78.515,93.365,136.170,266.590,338.300,753.160,408.640,176.480,389.420,683.960,275.070,347.030,382.060,189.670,201.960,283.340,273.340,325.570,271.830,192.790,274.290,283.050,151.930,130.960,260.830,213.930,196.910,274.110,313.260,281.480,127.560,146.730,278.070,220.160,266.320,261.680,278.520,373.560,270.550,388.670,419.890,352.460,359.500,146.430,58.389,299.060,263.410,282.050,262.530,444.380,347.970,328.480,555.330,463.330,469.220,415.540,396.270,447.130,263.240,422.190,243.970,457.440,390.310,437.630,325.150,398.250,369.020,339.230,285.030,273.660,264.800,256.250,218.770,269.480,151.910,135.140,270.310,310.180,273.120,191.190,150.340,127.460,208.910,258.640,266.100,270.440,195.960,267.400,309.330,270.050,260.350
115.590,114.960,102.410,80.657,102.440,11.915,89.954,77.408,92.980,142.540,281.520,347.300,782.950,425.340,186.560,404.350,709.760,289.780,365.630,399.220,199.840,215.500,292.200,289.320,332.770,283.920,200.220,280.840,291.360,144.000,127.160,269.990,218.820,210.010,288.930,330.550,296.450,126.950,145.440,295.250,231.040,281.350,268.050,287.790,387.660,281.180,405.940,436.050,364.650,377.820,150.950,58.962,317.750,277.200,297.320,277.950,474.740,371.780,349.660,590.330,482.010,490.720,432.520,414.730,467.640,276.320,442.060,259.400,483.750,409.560,463.670,342.570,419.650,386.200,359.790,299.020,286.530,276.230,266.700,226.340,279.020,146.270,131.170,275.950,320.550,281.630,200.200,147.380,126.280,220.860,268.930,282.250,283.660,208.660,281.140,323.210,283.790,276.170
117.500,116.680,103.790,82.193,104.140,12.245,91.143,78.347,95.098,147.910,294.500,361.710,853.620,469.360,204.970,420.780,776.210,294.720,380.740,441.840,220.520,225.900,299.120,302.870,348.840,292.430,209.670,289.720,299.270,149.660,131.620,281.150,229.700,216.630,300.550,345.460,313.870,130.870,148.370,310.490,240.700,295.230,276.590,294.950,397.840,303.260,416.130,445.610,398.450,380.570,162.080,62.302,334.430,290.510,310.120,300.380,494.070,384.200,380.040,607.530,493.920,503.180,472.060,420.510,517.310,277.180,446.140,262.150,499.170,453.430,478.190,357.350,433.590,425.300,364.970,315.840,292.690,285.810,265.820,227.330,281.560,149.740,132.610,284.320,325.620,282.520,202.710,149.900,129.650,227.670,277.370,292.480,295.270,216.520,294.750,343.860,290.810,288.880
